,Populism.txt,Reactionism.txt,Class conflict.txt,Social&Political  power.txt,Institution.txt,State.txt,Politics.txt,Government.txt,International relations.txt,Communism.txt,Science.txt,Peer review.txt,Academic publishing.txt,Scientific community.txt,Knowledge.txt,Physics.txt,Computer science.txt,Information theory.txt,Chemistry.txt,Astronomy.txt,Nature.txt,Universe.txt,Matter.txt,Space.txt,Time.txt,Geology.txt,Ecology.txt,Zoology.txt,Oceanography.txt,Meterology.txt,Sport.txt,History of sports.txt,Esports.txt,Game.txt,Tournament.txt,Li Na.txt,Khabib Abdulmanapovic.txt,Chen Long.txt,Park Tae Hwan.txt,Fan Zhen Dong.txt,Sustainable fashion.txt,Fashion.txt,Hip hop fashion.txt,Formal wear.txt,Hanfu.txt,Chanel.txt,Dior.txt,Alexander Mcqueen.txt,Yves Saint Laurent.txt,Edna Mode.txt
abundant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667815548908593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008900290015673678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007602933134397321,0.0,0.0,0.0,0.0,0.0,0.0,0.07168498541126643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
academic,0.017247955775752544,0.0,0.021660299836039124,0.04042229362299376,0.29236258268234533,0.0,0.021162122751615886,0.006565869655361051,0.029624607795528644,0.0,0.0,0.0,0.0,0.006334797648916777,0.0,0.0,0.0,0.0,0.004382105631835456,0.0027374958196688917,0.0,0.016359065124347535,0.0,0.0,0.006437564319906068,0.0,0.0,0.005720574332435662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029004743407765516,0.0,0.024070632056934115,0.0008213338924270799,0.0,0.0,0.006009976044033846,0.0,0.0,0.0,0.012786027624538723,0.0,0.009705764188364809,0.03233842642026386
academy,0.0,0.0,0.05728868363103605,0.0,0.010275895156062077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009729441512001958,0.0,0.0,0.0,0.0,0.004952858910873889,0.025189767805421023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024826532741534712,0.0,0.0,0.0,0.0,0.0,0.02643941298857061,0.0,0.0,0.0,0.0
accelerated,0.0,0.0032622752044129595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00651519809206802,0.009574124646012486,0.009041569997547823,0.0,0.0,0.006726436507269089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009188525156063467,0.004383644815537884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005462096708503769,0.0,0.0,0.0,0.0,0.0,0.0,0.014930209488610634,0.0,0.0,0.0074048427572204764,0.0,0.0,0.0,0.0,0.0,0.0060606086187269875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010115249564592792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accept,0.0,0.0,0.0,0.0,0.008815181308497748,0.0,0.006859258228529207,0.0,0.0,0.0,0.0,0.0,0.0,0.008213167158966979,0.0,0.0,0.0,0.0,0.0,0.0,0.012869615349581613,0.0,0.006627447529571546,0.004722772548460723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015253290633764504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009029305350076016,0.0,0.011792844060912742,0.0,0.007560354131192353,0.0,0.0,0.0,0.005989612941261664
acceptable,0.0,0.0,0.0,0.005813853753865038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004588860585331249,0.0,0.0,0.0,0.012940933437064907,0.0,0.0,0.014390519638585772,0.02127710229702229,0.0,0.0,0.009226145680274547,0.0,0.0
acceptance,0.0,0.0,0.009009518818503582,0.0,0.02262457624868479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006524714295142219,0.0,0.0,0.0,0.0,0.0,0.0013665227565842837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015372622518728117
accepted,0.00534254000951786,0.0020057909743130217,0.020127779778089647,0.003414755987714625,0.03790844695591863,0.0,0.007374318735296101,0.0,0.0,0.0,0.0035981594040428947,0.0,0.004005831730950804,0.0,0.011118313666589807,0.006307367167897182,0.0,0.004135710444452762,0.004072060765066462,0.0,0.009223995017784294,0.0,0.0,0.0033849364781944587,0.005982090641366259,0.0,0.0,0.0,0.0,0.0,0.0077438912634972155,0.0,0.0,0.007288292254734901,0.0,0.0,0.0,0.0,0.01118378750129966,0.0,0.0,0.0,0.01116951059787621,0.00845224444621047,0.006248532861845023,0.0054187065381927114,0.011881384385782666,0.0,0.0,0.0
access,0.003288857070418245,0.004939043837499166,0.0,0.0,0.2800363802478275,0.0,0.01210564276861512,0.0,0.01694654753411336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050918703508852315,0.0,0.0031319302758470594,0.0,0.0,0.011696528923060693,0.004167520411412377,0.0,0.0,0.004282708103683333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006955656053537617,0.0,0.004603950794980339,0.0,0.0,0.009358115220025961,0.0,0.0,0.0,0.05385218271483583,0.0,0.0,0.006671801128770536,0.0,0.0
accessibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009275578474997239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014791468487781758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013083262953456281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accessible,0.0,0.002898059279200599,0.007270386059990282,0.0,0.01825729065949669,0.0,0.003551585236995641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040160630523276755,0.0,0.0,0.0,0.0,0.0036754156862570646,0.0,0.0,0.0,0.0,0.008643200370451484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008162674490084808,0.007788467703279028,0.0,0.0,0.0,0.010982033584442413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accessory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010211926052303739,0.007084034879077057,0.0,0.0,0.014399201375775971,0.0,0.0,0.0,0.0,0.010265328726322031,0.0,0.0,0.0,0.0
accident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015366258353777633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008006708708750695,0.010955296023850097,0.0,0.0
acclaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012206581555348721,0.0,0.0,0.011843649317191639,0.0,0.0,0.0,0.0
accommodate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004976736496203545,0.005646558519707212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006228120100767225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004825764805403854,0.0,0.0,0.0,0.0,0.0,0.0,0.015133443675615015,0.0,0.0,0.0,0.0,0.0,0.0
accomplish,0.0,0.0,0.0,0.006113999392104374,0.0,0.0,0.0,0.0,0.008214828155503198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009517803999180905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004825764805403854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007091065674324689,0.0,0.0,0.0
accomplished,0.0,0.0,0.009532638208804912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023142631208576632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002884484890636134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007084034879077057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accord,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025732623082548346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013075036125434161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accordance,0.0,0.0,0.00856722767606395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005369360273181061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019041157019941593,0.005197752206759728,0.012940933437064907,0.0,0.0,0.0,0.010638551148511146,0.0,0.0,0.0,0.0,0.0
according,0.03090824510614884,0.044965967676773785,0.018194597914670197,0.0,0.004569001698394682,0.0,0.024886582566335143,0.00441225132592713,0.0033179462352755855,0.0,0.01040823209494211,0.0,0.0028968718243953195,0.008513942796013706,0.018090810213026446,0.00228062927526671,0.02502998884263502,0.029907953865922838,0.002944766253261164,0.011037550418191957,0.013340915480261485,0.0,0.013740304576353349,0.007343588874654511,0.012978091188448124,0.0,0.012577601898672346,0.003844214553169651,0.0038585204485647147,0.0,0.005600100533199769,0.0,0.0,0.01581188369763762,0.0,0.004085521154721931,0.015592903822523693,0.002704207658258861,0.0,0.004415477913645542,0.0,0.009359968907287743,0.004038691926731593,0.006112355793666171,0.040668405480655624,0.03134889201435594,0.03436874035027408,0.03526914786714309,0.013044508391750524,0.0031044797314571646
accordingly,0.0,0.002898059279200599,0.0,0.0,0.0,0.0,0.003551585236995641,0.0,0.0,0.0,0.0051987866046215815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005883501140846139,0.0,0.0,0.0,0.00686311668719218,0.0,0.0,0.0,0.005025888559949101,0.0076805555225931505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003894233851639514,0.0,0.0,0.0033082170758304804,0.0,0.0,0.0,0.0,0.009028168375252561,0.0,0.0,0.0,0.0,0.0
account,0.00657771414083649,0.002469521918749583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00493196419222783,0.0,0.027377647671966918,0.003882802762151818,0.01704556034052433,0.0050918703508852315,0.0,0.0,0.0,0.00935808759585519,0.0,0.008335040822824755,0.007365126350645989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006955656053537617,0.0,0.0,0.0,0.0009396764976915354,0.0,0.007967738010076589,0.0,0.0,0.0,0.006671490069857227,0.009752208992707123,0.0,0.0,0.0
accounting,0.0,0.0,0.0,0.006468996334641596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004819057435871824,0.0,0.0,0.0,0.0,0.0,0.0,0.006589743230200672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010702570962280316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accredited,0.0058385861911705635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020160856013176257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accretion,0.0,0.0,0.010172884598567163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809843199190821,0.0,0.0,0.0,0.0,0.0,0.008232324617634682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accumulate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015177489037543136,0.0,0.0,0.0,0.0,0.0,0.0077142104028588765,0.009638114871743647,0.0,0.0,0.0,0.0,0.0,0.0138605443033161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accumulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013994658700000473,0.0,0.0,0.0,0.0,0.015366258353777633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008678816150490614
accuracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00809843199190821,0.0,0.005619364038551958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006156434614637653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accurate,0.0,0.003007065649443652,0.0,0.0,0.0,0.0,0.0,0.00914704681377488,0.0,0.0,0.0,0.0,0.012011021237862757,0.008825135692896493,0.004167121541414977,0.0,0.0,0.018600671215731227,0.012209601305312944,0.0,0.0,0.0,0.0,0.015224008392918683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008372620096038171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accurately,0.0,0.0,0.00818409766157658,0.0,0.0,0.0,0.003997933561319683,0.00992335635229753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012362172974816413,0.0,0.005505356481678642,0.0,0.0,0.0,0.0,0.00867799011782017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008813548576310318,0.0,0.0
accuse,0.0058385861911705635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01414483029345571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accused,0.031836128966286986,0.010244985668756012,0.0,0.0,0.010756950493230957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005922372101333321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004588860585331249,0.0,0.0,0.0,0.0,0.033054722497449784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
achieve,0.005749318591917515,0.006475532978456199,0.010830149918019562,0.011024261897180115,0.006799129829821984,0.0,0.007935796031855957,0.0,0.009874869265176216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004450601569051332,0.0,0.0,0.0,0.0,0.005111735608937693,0.0,0.006437564319906068,0.0,0.0,0.011441148664871325,0.0,0.0016385497444451958,0.0,0.0,0.0,0.007843219533934255,0.009971774628939356,0.006079662601832352,0.0,0.004024130470724248,0.0,0.0,0.0,0.0,0.006009976044033846,0.0,0.0067242933306652375,0.0,0.004262009208179575,0.00583155628990874,0.0,0.0
achievement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009517803999180905,0.0,0.0027261939805783885,0.0,0.0,0.008520474960755059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015133443675615015,0.0,0.009702001724191996,0.0,0.0,0.0,0.0
